_id,genres,movie,directors,stars,year,runtime,Up_System,index
4542,"Horror, Science Fiction",The Leech Woman ,Edward Dein,"Coleen Gray, Grant Williams, Phillip Terry, Gloria Talbott, John van Dreelen",1960.0,77.0,CM,82
3090,"Horror, Romance, Sci-Fi",The Leech Woman,Edward Dein,"Coleen Gray, Grant Williams, Phillip Terry, Gloria Talbott",1960.0,77.0,CM,82
4979,"Action, Sci-Fi",Project Shadowchaser II,John Eyres,"Frank Zagarino, Bryan Genesse, Beth Toussaint, Daniel Bonjour",1994.0,94.0,CM,83
534,"Science Fiction, Action",Project Shadowchaser II ,John Eyres,"Frank Zagarino, Bryan Genesse, Beth Toussaint, Daniel Bonjour, Jeff Fannell",1994.0,94.0,CM,83
4855,"Science Fiction, Drama, Romance",Paradox ,"Fran Ervin, Stevo Chang","Thomas Blankenship, Thomas Blankenship, Holly Rone",2015.0,88.0,CM,84
3503,"Drama, Romance, Sci-Fi",Paradox,"Steven Chang, Stevo Chang, Fran Ervin","Thomas Blankenship, Stevo Chang, Fran Ervin, Richard Ervin",2016.0,103.0,CM,84
4106,"Action, Adventure, Sci-Fi",Real Playing Game,"Tino Navarro, David Rebordo","Cian Barry, Alix Wilton Regan, Nik Xhelilaj, Pedro Granger",2013.0,103.0,CM,85
2397,"Science Fiction, Action, Adventure",Real Playing Game ,David Rebordo,"Cian Barry, Alix Wilton Regan, Nik Xhelilaj, Pedro Granger, Christopher Goh",2013.0,103.0,CM,85
4889,"Action, Animation, Adventure, Crime, Science Fiction",Batman: Return of the Caped Crusaders ,Rick Morales,"Adam West, Burt Ward, Julie Newmar, Jeff Bergman, Sirena Irwin",2016.0,78.0,CM,86
1272,"Animation, Action, Adventure",Batman: Return of the Caped Crusaders,Rick Morales,"Adam West, Burt Ward, Julie Newmar, Jeff Bergman",2016.0,78.0,CM,86
4160,"Sci-Fi, Horror",The Projected Man,"Ian Curteis, John Croydon","Mary Peach, Bryant Haliday, Norman Wooland, Ronald Allen",1966.0,77.0,CM,87
4372,"Horror, Science Fiction",The Projected Man ,Ian Curteis,"Mary Peach, Bryant Haliday, Norman Wooland, Ronald Allen, Derek Farr",1966.0,77.0,CM,87
3291,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",Teenage Mutant Ninja Turtles III ,Stuart Gillard,"Paige Turco, Stuart Wilson, Sab Shimono, Vivian Wu, Mark Caso",1993.0,96.0,CM,88
739,"Action, Adventure, Comedy",Teenage Mutant Ninja Turtles III,Stuart Gillard,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono",1993.0,96.0,CM,88
4883,"Action, Sci-Fi, Thriller",Black Hole,Brad Peyton,,,,CM,89
1234,"Thriller, Science Fiction, Action",Black Hole ,Brad Peyton,,2019.0,,CM,89
3858,"Action, Sci-Fi, Thriller",Convict 762,Luca Bercovici,"Shannon Sturges, Michole Briana White, Charlie Spradling, Shae D'lyn",1997.0,97.0,CM,90
3278,"Action, Science Fiction, Thriller",Convict 762 ,Luca Bercovici,"Frank Zagarino, Shannon Sturges, Billy Drago, Tawny Fere, Charlie Spradling",1997.0,97.0,CM,90
1366,"Horror, Science Fiction",The Dark ,John 'Bud' Cardos,"William Devane, Cathy Lee Crosby, Keenan Wynn, Richard Jaeckel, Warren J. Kemmerling",1979.0,92.0,CM,91
1999,"Horror, Sci-Fi, Thriller",The Dark,"John 'Bud' Cardos, Tobe Hooper","William Devane, Cathy Lee Crosby, Richard Jaeckel, Keenan Wynn",1979.0,92.0,CM,91
2122,"Animation, Action, Adventure",Dragon Ball Z: The World's Strongest,Daisuke Nishio,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Hiromi Tsuru",1990.0,59.0,CM,92
3972,"Action, Animation, Science Fiction",Dragon Ball Z: The Tree of Might ,Daisuke Nishio,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Hirotaka Suzuoki, Naoko Watanabe",1990.0,61.0,CM,92
2500,"Horror, Sci-Fi",Frankenstein Island,Jerry Warren,"Robert Clarke, Steve Brodie, Cameron Mitchell, Robert Christopher",1981.0,97.0,CM,93
3889,"Horror, Science Fiction",Frankenstein Island ,Jerry Warren,"Robert Clarke, Steve Brodie, Cameron Mitchell, Robert Christopher, Tain Bodkin",1981.0,97.0,CM,93
592,"Drama, Mystery, Sci-Fi",The X Files,Rob Bowman,"David Duchovny, Gillian Anderson, John Neville, William B. Davis",1998.0,121.0,CM,94
1360,"Mystery, Science Fiction, Thriller",The X Files ,Rob Bowman,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis, John Neville",1998.0,121.0,CM,94
4896,"Action, Sci-Fi",Koyakatsi,Ayoub Qanir,"Szymon Bartoszek, Magda Roman",,,CM,95
4788,"Action, Adventure, Science Fiction",Green Lantern Corps ,,,2020.0,,CM,95
3535,"Adventure, Horror, Mystery",Sherlock Holmes vs. Frankenstein,Gautier Cazenave,"Eric Godon, Shane Briant, John Lebar, Nicolas Robin",,123.0,CM,96
4788,"Action, Adventure, Science Fiction",Green Lantern Corps ,,,2020.0,,CM,96
4305,"Crime, Horror, Drama",The Brain,Freddie Francis,"Anne Heywood, Peter van Eyck, Cecil Parker, Bernard Lee",1962.0,83.0,CM,97
3750,"Science Fiction, Crime, Horror, Drama",The Brain ,Freddie Francis,"Peter van Eyck, Anne Heywood, Cecil Parker, Bernard Lee, Ellen Schwiers",1962.0,83.0,CM,97
4062,"Adventure, Animation, Science Fiction",The Secret of the Third Planet ,Roman Kachanov,"Olga Gromova, Vsevolod Larionov, Yuri Volyntsev, Vasiliy Livanov, Grigoriy Shpigel",1981.0,50.0,CM,98
3938,"Adventure, Sci-Fi, Animation",The Mystery of the Third Planet,Roman Kachanov,"Olga Gromova, Vsevolod Larionov, Yuriy Volyntsev, Vasiliy Livanov",1981.0,48.0,CM,98
3255,"Fantasy, Science Fiction",Ravagers ,Richard Compton,"Richard Harris, Ernest Borgnine, Ann Turkel, Art Carney, Anthony James",1979.0,90.0,CM,99
2857,"Sci-Fi, Fantasy, Drama",Ravagers,Richard Compton,"Richard Harris, Ernest Borgnine, Ann Turkel, Art Carney",1979.0,90.0,CM,99
3142,"Animation, Science Fiction",Godkiller: Walk Among Us ,Matt Pizzolo,"Lance Henriksen, Danielle Harris, Justin Courtney Pierre, Nicki Clyne, Lydia Lunch",2010.0,73.0,CM,100
4058,"Animation, Sci-Fi",Godkiller: Walk Among Us,Matt Pizzolo,"Danielle Harris, Lance Henriksen, Davey Havok, Justin Courtney Pierre",2010.0,75.0,CM,100
1386,"Fantasy, Comedy, Science Fiction, Family",Muppets from Space ,Tim Hill,"Steve Whitmire, Dave Goelz, Bill Barretta, Frank Oz, Jerry Nelson",1999.0,87.0,CM,101
1118,"Adventure, Comedy, Family",Muppets from Space,Tim Hill,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson",1999.0,87.0,CM,101
1194,"Adventure, Fantasy, Action, Science Fiction, Family",The Island at the Top of the World ,Robert Stevenson,"Donald Sinden, David Hartman, Jacques Marin, Mako, David Gwillim",1974.0,93.0,CM,102
911,"Adventure, Family, Fantasy",The Island at the Top of the World,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako",1974.0,93.0,CM,102
879,Science Fiction,Legend of Dinosaurs and Monster Birds ,Junji Kurata,"Tsunehiko Watase, Nobiko Sawa, Shtar Hayashi, Tomoko Kiyoshima, Fuyukichi Maki",1977.0,92.0,CM,103
4559,Sci-Fi,Legend of Dinosaurs and Monster Birds,Junji Kurata,"Tsunehiko Watase, Nobiko Sawa, Shtar Hayashi, Tomoko Kiyoshima",1977.0,92.0,CM,103
3585,"Science Fiction, Thriller",O2 ,,Anne Hathaway,2019.0,,CM,104
4670,"Sci-Fi, Thriller",O2,,,,,CM,104
759,Science Fiction,Prayer of the Rollerboys ,Rick King,"Corey Haim, Patricia Arquette, Christopher Collet, Julius Harris, Mark Pellegrino",1991.0,95.0,CM,105
1512,"Action, Drama, Sci-Fi",Prayer of the Rollerboys,Rick King,"Corey Haim, Patricia Arquette, Christopher Collet, Julius Harris",1990.0,95.0,CM,105
3075,Science Fiction,Cat-Women of the Moon ,Arthur Hilton,"Sonny Tufts, Victor Jory, Marie Windsor, Carol Brewster, William Phipps",1953.0,64.0,CM,106
2768,"Adventure, Sci-Fi",Cat-Women of the Moon,Arthur Hilton,"Sonny Tufts, Victor Jory, Marie Windsor, Susan Morrow",1953.0,64.0,CM,106
4465,"Science Fiction, Action, Adventure, Fantasy, Thriller",Mortal Engines ,Christian Rivers,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae, Ronan Raftery",2018.0,129.0,CM,107
14,"Action, Adventure, Fantasy",Mortal Engines,Christian Rivers,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae",2018.0,128.0,CM,107
1009,"Family, Fantasy, Science Fiction",Mac and Me ,Stewart Raffill,"Jade Calegory, Lauren Stanley, Christine Ebersole, Jonathan Ward, Tina Caspary",1988.0,95.0,CM,108
879,"Adventure, Family, Fantasy",Mac and Me,Stewart Raffill,"Christine Ebersole, Jonathan Ward, Tina Caspary, Lauren Stanley",1988.0,95.0,CM,108
4490,"Drama, Mystery, Science Fiction, Thriller",96 Souls ,Stanley Jacobs,"Grinnell Morris, Kevin Rock, Rob Locke, Betsy Baker, Jeffrey Boehm",2016.0,112.0,CM,109
3918,"Drama, Mystery, Sci-Fi",96 Souls,Stanley Jacobs,"Grinnell Morris, Sridhar Maruvada, Paul Statman, Toyin Moses",2016.0,112.0,CM,109
1311,"Comedy, Romance, Science Fiction",Nice Girls Don't Explode ,Chuck Martinez,"Barbara Harris, Michelle Meyrink, William O'Leary, Wallace Shawn",1987.0,78.0,CM,110
2737,"Comedy, Romance, Sci-Fi",Nice Girls Don't Explode,Chuck Martinez,"Barbara Harris, Michelle Meyrink, William O'Leary, Wallace Shawn",1987.0,92.0,CM,110
770,"Drama, Fantasy, Sci-Fi",Franklyn,Gerald McMorrow,"Eva Green, Ryan Phillippe, Sam Riley, Bernard Hill",2008.0,98.0,CM,111
442,"Drama, Fantasy, Science Fiction",Franklyn ,Gerald McMorrow,"Eva Green, Ryan Phillippe, Bernard Hill, Sam Riley, Art Malik",2008.0,98.0,CM,111
4919,"Action, Sci-Fi, Thriller",Guardian,John Terlesky,"Mario Van Peebles, James Remar, Stacy Oversier, Daniel Hugh Kelly",2001.0,89.0,CM,112
3187,"Drama, Horror, Action, Science Fiction",Guardian ,John Terlesky,"Mario Van Peebles, James Remar, Ice-T, Daniel Hugh Kelly",2001.0,89.0,CM,112
2436,"Animation, Action, Science Fiction",Lensman ,"Kazuyuki Hirokawa, Yoshiaki Kawajiri","Kerrigan Mahan, Michael McConnohie, Edie Mirman, Steven Kramer, Gregory Snegoff",1984.0,107.0,CM,113
3510,"Animation, Adventure, Sci-Fi",Lensman,"Shichi Hirokawa, Yoshiaki Kawajiri","Toshio Furukawa, Mami Koyama, Chikao Ohtsuka, Nachi Nozawa",1984.0,107.0,CM,113
4964,"Action, Adventure, Family",New-Gen: Deadalus Rising,J.D. Matonti,,,,CM,114
1274,"Action, Science Fiction",Silver Surfer: Prodigal Son ,,,2019.0,,CM,114
1761,Sci-Fi,Empires of the Deep,"Michael French, Jonathan Lawrence, Scott Miller","Olga Kurylenko, Mi Yang, Valeska Miller, Alec Su",,,CM,115
2537,"Action, Science Fiction",The Archiver ,,,2011.0,4.0,CM,115
3457,"Horror, Sci-Fi",Captive Wild Woman,Edward Dmytryk,"John Carradine, Evelyn Ankers, Milburn Stone, Lloyd Corrigan",1943.0,61.0,CM,116
1831,"Horror, Science Fiction",Captive Wild Woman ,Edward Dmytryk,"Acquanetta, John Carradine, Evelyn Ankers, Milburn Stone, Lloyd Corrigan",1943.0,61.0,CM,116
627,"Action, Science Fiction",3 Supermen and Mad Girl ,Cavit Yrkl,,1973.0,65.0,CM,117
4732,Sci-Fi,Screamers 3,,,,,CM,117
971,"Science Fiction, Action",Princess Warrior ,Lindsay Norgard,"Sharon Lee Jones, Dana Fredsti, Mark Pacific, Tony Riccardi, Augie Blunt",1989.0,83.0,CM,118
3492,"Comedy, Romance, Sci-Fi",Princess Warrior,Lindsay Norgard,"Sharon Lee Jones, Dana Fredsti, Mark Pacific, Mark Riccardi",1989.0,83.0,CM,118
208,"Adventure, Science Fiction, Action, Horror",Martian Land ,Scott Wheeler,"Alan Pietruszewski, Lane Townsend, Jennifer Dorogi, Arianna Afsar, Chloe Farnworth",2015.0,90.0,CM,119
3091,"Action, Adventure, Horror",Martian Land,Scott Wheeler,"Lane Townsend, Alan Pietruszewski, Jennifer Dorogi, Arianna Afsar",2015.0,86.0,CM,119
1956,"Crime, Horror, Sci-Fi",Reaper,Wen-Han Shih,"Danny Trejo, Vinnie Jones, Jake Busey, Shayla Beesley",2014.0,90.0,CM,120
1994,"Science Fiction, Crime, Horror",Reaper ,Wen-Han Shih,"Danny Trejo, Vinnie Jones, Jake Busey, Shayla Beesley, James Jurdi",2015.0,90.0,CM,120
2834,"Action, Adventure, Sci-Fi","20,000 Leagues Under the Sea",Stuart Paton,"Allen Holubar, Dan Hanlon, Edna Pendleton, Curtis Benton",1916.0,105.0,CM,121
4346,"Adventure, Drama, Action, Science Fiction","20,000 Leagues Under the Sea ",Stuart Paton,"Lois Alexander, Curtis Benton, Wallace Clarke, Howard Crampton, Jane Gail",1916.0,105.0,CM,121
2653,"Horror, Drama, Science Fiction",The Cured ,David Freyne,"Ellen Page, Sam Keeley, Tom Vaughan-Lawlor, Stuart Graham, Amy De Bhrn",2018.0,95.0,CM,122
657,"Drama, Horror, Sci-Fi",The Cured,David Freyne,"Ellen Page, Sam Keeley, Tom Vaughan-Lawlor, Stuart Graham",2017.0,95.0,CM,122
2052,"Action, Adventure, Comedy",Godzilla vs. the Sea Monster,Jun Fukuda,"Akira Takarada, Kumi Mizuno, Chtar Tgin, Hideo Sunazuka",1966.0,83.0,CM,123
4358,"Science Fiction, Action, Fantasy","Ebirah, Horror of the Deep ",Jun Fukuda,"Akira Takarada, Kumi Mizuno, Chtar Tgin, Hideo Sunazuka, Tru Watanabe",1966.0,87.0,CM,123
4745,Science Fiction,Destination Moon ,Irving Pichel,"John Archer, Warner Anderson, Tom Powers, Dick Wesson, Erin O'Brien-Moore",1950.0,91.0,CM,124
2439,"Adventure, Drama, Sci-Fi",Destination Moon,Irving Pichel,"John Archer, Warner Anderson, Tom Powers, Dick Wesson",1950.0,92.0,CM,124
956,"Comedy, Sci-Fi",Hot Bot,Michael Polish,"Zack Pearlman, Doug Haley, Cynthia Kirchner, David Shackelford",2016.0,86.0,CM,125
2084,"Comedy, Science Fiction",Hot Bot ,Michael Polish,"Cynthia Kirchner, Doug Haley, Zack Pearlman, Larry Miller, Danny Masterson",2016.0,86.0,CM,125
1594,"Thriller, Mystery, Science Fiction",Synchronicity ,Jacob Gentry,"Chad McKnight, Brianne Davis, AJ Bowen, Scott Poythress, Michael Ironside",2015.0,101.0,CM,126
598,"Drama, Mystery, Romance",Synchronicity,Jacob Gentry,"Chad McKnight, Brianne Davis, AJ Bowen, Scott Poythress",2015.0,101.0,CM,126
4542,"Adventure, Family, Sci-Fi",The Glitterball,Harley Cokeliss,"Ben Buckton, Keith Jayne, Ron Pember, Marjorie Yates",1977.0,56.0,CM,127
4203,"Family, Science Fiction",The Glitterball ,Harley Cokeliss,"Ben Buckton, Ron Pember, Keith Jayne, Marjorie Yates, Barry Jackson",1977.0,53.0,CM,127
2669,"Animation, Adventure, Family",Rainbow Brite and the Star Stealer,"Bernard Deyris, Kimio Yabuki","Bettina Bush, Pat Fraley, Peter Cullen, Robbie Lee",1985.0,85.0,CM,128
781,"Animation, Family, Science Fiction",Rainbow Brite and the Star Stealer ,"Bernard Deyris, Kimio Yabuki","Bettina Bush, Pat Fraley, Peter Cullen, Robbie Lee, Andre Stojka",1985.0,85.0,CM,128
2386,"Action, Adventure, Sci-Fi",RiRi Williams/Ironheart,,,,,CM,129
307,"Science Fiction, Action, Horror",Resident Evil ,Johannes Roberts,,2020.0,,CM,129
3077,"Action, Adventure, Science Fiction",Spider-Man: Far from Home ,Jon Watts,"Tom Holland, Jake Gyllenhaal, Zendaya, Samuel L. Jackson, Cobie Smulders",2019.0,,CM,130
10,"Action, Adventure, Comedy",Spider-Man: Far from Home,Jon Watts,"Cobie Smulders, Zendaya, Tom Holland, Samuel L. Jackson",2019.0,,CM,130
4660,"Horror, Science Fiction, Action, Thriller, Crime",Frankenstein Created Bikers ,James Bickert,"Paul McComiskey, Jett Bryant, Shane Morton, Laurence R. Harvey, Tristan Risk",2016.0,125.0,CM,131
2159,"Action, Crime, Horror",Frankenstein Created Bikers,James Bickert,"Jett Bryant, Laurence R. Harvey, Tristan Risk, Ellie Church",2016.0,125.0,CM,131
1654,"Drama, Horror, Sci-Fi",The Green Slime,Kinji Fukasaku,"Robert Horton, Luciana Paluzzi, Richard Jaeckel, Bud Widom",1968.0,90.0,CM,132
1074,"Science Fiction, Drama, Horror",The Green Slime ,"Kinji Fukasaku, Katsuhiko Taguchi","Robert Horton, Luciana Paluzzi, Richard Jaeckel, Bud Widom, Ted Gunther",1968.0,90.0,CM,132
2858,"Horror, Science Fiction",Attack of the 50 Foot Woman ,Nathan H. Juran,"Allison Hayes, William Hudson, Yvette Vickers, Roy Gordon, George Douglas",1958.0,65.0,CM,133
1459,"Horror, Sci-Fi",Attack of the 50 Foot Woman,Nathan Juran,"Allison Hayes, William Hudson, Yvette Vickers, Roy Gordon",1958.0,65.0,CM,133
1915,"Action, Sci-Fi",Trancers II,Charles Band,"Tim Thomerson, Helen Hunt, Megan Ward, Biff Manard",1991.0,85.0,CM,134
2108,"Action, Science Fiction, Thriller",Trancers II: The Return of Jack Deth ,Charles Band,"Tim Thomerson, Helen Hunt, Megan Ward, Biff Manard, Martine Beswick",1991.0,85.0,CM,134
1387,"Science Fiction, Drama, Horror, Mystery",Sphere ,Barry Levinson,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote, Liev Schreiber",1998.0,134.0,CM,135
1269,"Drama, Horror, Mystery",Sphere,Barry Levinson,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote",1998.0,134.0,CM,135
1197,"Action, Adventure, Sci-Fi",Beneath the Planet of the Apes,Ted Post,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison",1970.0,95.0,CM,136
3765,"Adventure, Science Fiction, Mystery",Beneath the Planet of the Apes ,Ted Post,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison, Charlton Heston",1970.0,95.0,CM,136
3189,"Animation, Adventure, Action, Science Fiction",Toward the Terra ,Hideo Onchi,,1980.0,113.0,CM,137
4907,"Action, Sci-Fi, Thriller",Carnage,,,,,CM,137
1020,"Music, Comedy, Science Fiction",Earth Girls Are Easy ,Julien Temple,"Geena Davis, Jeff Goldblum, Damon Wayans, Jim Carrey, Julie Brown",1988.0,100.0,CM,138
1208,"Comedy, Musical, Romance",Earth Girls Are Easy,Julien Temple,"Geena Davis, Jeff Goldblum, Jim Carrey, Damon Wayans",1988.0,100.0,CM,138
2537,"Action, Science Fiction",The Archiver ,,,2011.0,4.0,CM,139
3855,"Action, Sci-Fi, Thriller",Grace Is Gone,Joe Black,"Tyler Aser, Ken Shamrock, Katherine Fudge, Melodie Roehrig",,90.0,CM,139
3360,"Action, Horror, Science Fiction",Mutants ,Amir Valinia,"Michael Ironside, Louis Herthum, Tony Senzamici, Steven Bauer",2008.0,90.0,CM,140
4171,"Action, Horror, Sci-Fi",Mutants,Amir Valinia,"Michael Ironside, Louis Herthum, Tony Senzamici, Steven Bauer",2008.0,83.0,CM,140
1209,"Action, Adventure, Fantasy",Brahmastra,Ayan Mukherjee,"Alia Bhatt, Amitabh Bachchan, Ranbir Kapoor, Mouni Roy",2019.0,,CM,141
2666,"Adventure, Science Fiction",Brahmastra ,Ayan Mukherjee,"Amitabh Bachchan, Alia Bhatt, Ranbir Kapoor, Mouni Roy, Deepak Tijori",2019.0,,CM,141
1285,"Action, Adventure, Horror, Science Fiction",Gamera vs. Gyaos ,Noriaki Yuasa,"Kojiro Hongo, Kichijir Ueda, Reiko Kasahara, Naoyuki Abe, Taro Marui",1967.0,86.0,CM,142
4244,"Action, Adventure, Family",Gamera vs. Gyaos,Noriaki Yuasa,"Kjir Hong, Kichijir Ueda, Reiko Kasahara, Naoyuki Abe",1967.0,87.0,CM,142
3384,"Horror, Science Fiction",Deep Space ,Fred Olen Ray,"Charles Napier, Ann Turkel, Bo Svenson, Ron Glass, Julie Newmar",1988.0,90.0,CM,143
2287,"Horror, Sci-Fi",Deep Space,Fred Olen Ray,"Charles Napier, Ann Turkel, Bo Svenson, Ron Glass",1988.0,90.0,CM,143
4205,"Adventure, Animation, Romance, Science Fiction",Freedom ,Shuhei Morita,,2006.0,189.0,CM,144
4539,"Action, Adventure, Sci-Fi",Power Rangers 6,,,,,CM,144
3680,"Comedy, Science Fiction",2001: A Space Travesty ,Allan A. Goldstein,"Leslie Nielsen, Ophlie Winter, Ezio Greggio, Peter Egan, Alexandra Kamp",2000.0,99.0,CM,145
1766,"Comedy, Sci-Fi",2001: A Space Travesty,Allan A. Goldstein,"Leslie Nielsen, Ophlie Winter, Ezio Greggio, Peter Egan",2000.0,99.0,CM,145
671,"Adventure, Comedy, Drama",Seeking a Friend for the End of the World,Lorene Scafaria,"Steve Carell, Keira Knightley, Melanie Lynskey, Patton Oswalt",2012.0,101.0,CM,146
1836,"Comedy, Drama, Romance, Science Fiction",Seeking a Friend for the End of the World ,Lorene Scafaria,"Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Rob Corddry",2012.0,101.0,CM,146
3554,Sci-Fi,Flashburn,Giorgio Serafini,"Sean Patrick Flanery, Cameron Richardson, Romen L. McPherson, Justin Fischer",2017.0,89.0,CM,147
2661,Science Fiction,Flashburn ,Giorgio Serafini,"Cameron Richardson, Sean Patrick Flanery, Romen L. McPherson, Justin Fischer, Nick Stevenson",2017.0,89.0,CM,147
1008,"Comedy, Crime, Family",Baby Geniuses,Bob Clark,"Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol",1999.0,97.0,CM,148
3349,"Science Fiction, Comedy, Family",Baby Geniuses ,Bob Clark,"Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol, Dom DeLuise",1999.0,97.0,CM,148
1090,"Science Fiction, Fantasy",The Record Keeper ,Jason Satterlund,"Lindsay Frame, Dennis M. Hill, JuneSoo Ham, Jelynn Sophia, Gilberto Martin del Campo",2014.0,,CM,149
4700,Sci-Fi,The Record Keeper,Jason Satterlund,"Lindsay Frame, Dennis Hill, JuneSoo Ham, Gilberto Martin del Campo",2014.0,130.0,CM,149
1368,"Horror, Science Fiction",The Vulture ,Lawrence Huntington,"Robert Hutton, Diane Clare, Akim Tamiroff, Broderick Crawford, Edward Caddick",1966.0,91.0,CM,150
3718,"Horror, Mystery, Sci-Fi",The Vulture,Lawrence Huntington,"Robert Hutton, Akim Tamiroff, Broderick Crawford, Diane Clare",1966.0,91.0,CM,150
4404,"Horror, Sci-Fi, Thriller",Deadlands 2: Trapped,Gary Ugarek,"Jim Krut, Joseph D. Durbin, Chris L. Clark, Josh Davidson",2008.0,80.0,CM,151
398,"Horror, Science Fiction, Thriller",Deadlands 2: Trapped ,Gary Ugarek,"Jim Krut, Joseph D. Durbin, Josh Davidson, Ashley Young, Corrine Brush",2008.0,85.0,CM,151
1211,"Thriller, Horror, Science Fiction",Replace ,Norbert Keil,"Rebecca Forsythe, Lucie Aron, Barbara Crampton, Sean Knopp, Adnan Maral",2017.0,101.0,CM,152
1798,"Horror, Sci-Fi, Thriller",Replace,Norbert Keil,"Rebecca Forsythe, Lucie Aron, Barbara Crampton, Sean Knopp",2017.0,101.0,CM,152
2289,"Family, Comedy, Science Fiction",The Monkey's Uncle ,Robert Stevenson,"Tommy Kirk, Annette Funicello, Leon Ames, Arthur O'Connell, Frank Faylen",1965.0,87.0,CM,153
3177,"Family, Comedy, Sci-Fi",The Monkey's Uncle,Robert Stevenson,"Tommy Kirk, Annette Funicello, Leon Ames, Arthur O'Connell",1965.0,87.0,CM,153
1763,"Action, Fantasy, Science Fiction",Kung Fu Traveler 2 ,Xian Feng Zhang,"Tiger Hu Chen, Wang Zhi, Han Rui",2017.0,96.0,CM,154
1891,"Action, Sci-Fi, Thriller",Kung Fu Traveler,Xian Feng Zhang,"Tiger Hu Chen, Darren Grosvenor, Gang Sheng, Zhi Wang",2017.0,98.0,CM,154
129,"Action, Science Fiction",Beyond Skyline ,Liam O'Donnell,"Frank Grillo, Bojana Novakovi, Iko Uwais, Callan Mulvey, Antonio Fargas",2017.0,105.0,CM,155
958,"Action, Adventure, Horror",Beyond Skyline,Liam O'Donnell,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey",2017.0,106.0,CM,155
1599,Science Fiction,She Alien ,Milos Twilight,"Jenae Altschwager, Ed Brigadier, Elissa Dowling, Chanel Ryan",2009.0,,CM,156
4706,Sci-Fi,She Alien,Milos Twilight,"Jenae Altschwager, Ed Brigadier, Alena Cechakova, Analia Centurion",2009.0,89.0,CM,156
967,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",Race to Witch Mountain ,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Chris Marquette",2009.0,98.0,CM,157
878,"Action, Adventure, Family",Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig",2009.0,98.0,CM,157
4788,"Action, Adventure, Science Fiction",Green Lantern Corps ,,,2020.0,,CM,158
3408,"Action, Sci-Fi",Last Man,David Ayer,,,,CM,158
1824,Science Fiction,The Terrornauts ,Montgomery Tully,"Simon Oates, Zena Marshall, Charles Hawtrey, Patricia Hayes, Stanley Meadows",1967.0,75.0,CM,159
4750,Sci-Fi,The Terrornauts,Montgomery Tully,"Simon Oates, Zena Marshall, Charles Hawtrey, Patricia Hayes",1967.0,75.0,CM,159
828,"Fantasy, Action, Thriller, Science Fiction",Shadow Fury ,Makoto Yokoyama,"Sam Bottoms, Alexandra Kamp, Masakatsu Funaki, Fred Williamson, Taylor Lautner",2001.0,89.0,CM,160
4484,"Action, Sci-Fi",Shadow Fury,Makoto Yokoyama,"Sam Bottoms, Masakatsu Funaki, Alexandra Kamp, Bas Rutten",2001.0,89.0,CM,160
3018,"Sci-Fi, Thriller",The Flying Saucer,Mikel Conrad,"Mikel Conrad, Pat Garrison, Hantz von Teuffen, Earle Lyon",1950.0,69.0,CM,161
1205,"Thriller, Science Fiction",The Flying Saucer ,Mikel Conrad,"Mikel Conrad, Pat Garrison, Russell Hicks, Lester Sharpe, Hantz von Teuffen",1950.0,69.0,CM,161
1668,"Horror, Science Fiction",Varan the Unbelievable ,"Jerry A. Baerwitz, Ishir Honda","Myron Healey, Koreya Senda, Kz Nomura, Ayumi Sonoda, Fumito Matsuo",1962.0,70.0,CM,162
4511,"Horror, Sci-Fi",Varan the Unbelievable,"Jerry A. Baerwitz, Ishir Honda","Myron Healey, Tsuruko Kobayashi, Clifford Kawada, Derick Shimatsu",1962.0,70.0,CM,162
3250,"Science Fiction, Horror",Night Fright ,James A. Sullivan,"John Agar, Carol Gilley, Ralph Baker Jr., Dorothy Davis, Bill Thurman",1967.0,75.0,CM,163
3052,"Horror, Sci-Fi",Night Fright,James A. Sullivan,"John Agar, Carol Gilley, Ralph Baker Jr., Dorothy Davis",1967.0,75.0,CM,163
890,"Action, Fantasy, Thriller",Ghost Rider: Spirit of Vengeance,"Mark Neveldine, Brian Taylor","Nicolas Cage, Ciarn Hinds, Idris Elba, Violante Placido",2011.0,96.0,CM,164
