movie,directors,stars,year,runtime,genres
Warning Sign,Hal Barwood,"Sam Waterston, Kathleen Quinlan, Yaphet Kotto, Jeffrey DeMunn",1985,99 min,"Drama, Sci-Fi, Thriller"
Men & Chicken,Anders Thomas Jensen,"David Dencik, Mads Mikkelsen, Nikolaj Lie Kaas, Søren Malling",2015,104 min,"Comedy, Drama, Mystery"
Tokyo Gore Police,Yoshihiro Nishimura,"Eihi Shiina, Itsuji Itao, Yukihide Benny, Jiji Bû",2008,110 min,"Action, Comedy, Horror"
Singularity,Robert Kouba,"Julian Schaffner, John Cusack, Carmen Argenziano, Eileen Grubba",2017,92 min,"Action, Adventure, Drama"
Silent Running,Douglas Trumbull,"Bruce Dern, Cliff Potts, Ron Rifkin, Jesse Vint",1972,89 min,"Drama, Sci-Fi"
Body Snatchers,Abel Ferrara,"Gabrielle Anwar, Meg Tilly, Terry Kinney, Reilly Murphy",1993,87 min,"Horror, Sci-Fi"
Starman,John Carpenter,"Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel",1984,115 min,"Romance, Sci-Fi"
Alien Predator,Jared Cohn,"Xavi Israel, Dutch Hofstetter, Alex West, Amanda Rivas",2018,87 min,"Action, Adventure, Horror"
Explorers,Joe Dante,"Ethan Hawke, River Phoenix, Jason Presson, Bradley Gregg",1985,109 min,"Adventure, Comedy, Family"
The Andromeda Strain,Robert Wise,"James Olson, Arthur Hill, David Wayne, Kate Reid",1971,131 min,"Sci-Fi, Thriller"
Volcano,Mick Jackson,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",1997,104 min,"Action, Drama, Sci-Fi"
Earth to Echo,Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt",2014,91 min,"Adventure, Family, Sci-Fi"
The Survivalist,Stephen Fingleton,"Mia Goth, Barry Ward, Olwen Fouéré, Ryan McParland",2015,104 min,"Drama, Sci-Fi, Thriller"
Final Fantasy VII: Advent Children,"Tetsuya Nomura, Takeshi Nozue","Takahiro Sakurai, Ayumi Itô, Shotaro Morikubo, Maaya Sakamoto",2005,101 min,"Animation, Action, Adventure"
Foodfight!,Lawrence Kasanoff,"Hilary Duff, Haylie Duff, Charlie Sheen, Eva Longoria",2012,91 min,"Animation, Action, Comedy"
Escape from the Planet of the Apes,Don Taylor,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy",1971,98 min,"Action, Sci-Fi"
Pulse,Kiyoshi Kurosawa,"Haruhiko Katô, Kumiko Asô, Koyuki, Kurume Arisaka",2001,119 min,"Horror, Mystery, Sci-Fi"
Area 51,Oren Peli,"Reid Warner, Darrin Bragg, Ben Rovner, Jelena Nik",2015,91 min,"Horror, Sci-Fi, Thriller"
Living Among Us,Brian A. Metcalf,"Esmé Bianco, William Sadler, Anna Sophia Berglund, Andrew Keegan",2018,87 min,"Comedy, Fantasy, Horror"
Journey 3: From the Earth to the Moon,,,,,"Action, Adventure, Fantasy"
The Congress,Ari Folman,"Robin Wright, Harvey Keitel, Jon Hamm, Kodi Smit-McPhee",2013,122 min,"Animation, Drama, Sci-Fi"
Genesis,"Freddie Hutton-Mills, Bart Ruspoli","Olivia Grant, Chiké Okonkwo, John Hannah, Warren Brown",2018,114 min,Sci-Fi
Liquid Sky,Slava Tsukerman,"Anne Carlisle, Paula E. Sheppard, Susan Doukas, Otto von Wernherr",1982,112 min,Sci-Fi
Animal,Brett Simmons,"Joey Lauren Adams, Elizabeth Gillies, Paul Iacono, Thorsten Kaye",2014,86 min,"Action, Adventure, Horror"
"20,000 Leagues Under the Sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre",1954,127 min,"Adventure, Drama, Family"
iBoy,Adam Randall,"Bill Milner, Maisie Williams, Miranda Richardson, Rory Kinnear",2017,90 min,"Action, Crime, Sci-Fi"
Slaughterhouse-Five,George Roy Hill,"Michael Sacks, Ron Leibman, Eugene Roche, Sharon Gans",1972,104 min,"Comedy, Drama, Sci-Fi"
Lockout,"James Mather, Steve Saint Leger","Guy Pearce, Maggie Grace, Peter Stormare, Vincent Regan",2012,95 min,"Action, Adventure, Crime"
The One,James Wong,"Jet Li, Carla Gugino, Delroy Lindo, Jason Statham",2001,87 min,"Action, Sci-Fi, Thriller"
Amazon Women on the Moon,"Joe Dante, Carl Gottlieb, Peter Horton, John Landis, Robert K. Weiss","Rosanna Arquette, Michelle Pfeiffer, Arsenio Hall, Donald F. Muhich",1987,85 min,"Comedy, Sci-Fi"
Flight 7500,Takashi Shimizu,"Leslie Bibb, Ryan Kwanten, Amy Smart, Jamie Chung",2014,97 min,"Horror, Mystery, Sci-Fi"
Kingsglaive: Final Fantasy XV,Takeshi Nozue,"Aaron Paul, Lena Headey, Sean Bean, Neil Newbon",2016,110 min,"Animation, Action, Adventure"
The Astronaut's Wife,Rand Ravich,"Charlize Theron, Johnny Depp, Joe Morton, Clea DuVall",1999,109 min,"Drama, Sci-Fi, Thriller"
Frankenstein,James Whale,"Colin Clive, Mae Clarke, Boris Karloff, John Boles",1931,70 min,"Drama, Horror, Sci-Fi"
Beyond the Black Rainbow,Panos Cosmatos,"Eva Bourne, Michael J Rogers, Scott Hylands, Rondel Reynoldson",2010,110 min,"Horror, Sci-Fi, Thriller"
Orgazmo,Trey Parker,"Trey Parker, Dian Bachar, Robyn Lynne Raab, Michael Dean Jacobs",1997,94 min,"Comedy, Sci-Fi"
Resident Evil: Damnation,Makoto Kamiya,"Matthew Mercer, Dave Wittenberg, Wendee Lee, Val Tasso",2012,100 min,"Animation, Action, Horror"
The Scribbler,John Suits,"Katie Cassidy, Garret Dillahunt, Michelle Trachtenberg, Michael Imperioli",2014,88 min,"Mystery, Sci-Fi, Thriller"
Battle for the Planet of the Apes,J. Lee Thompson,"Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden",1973,93 min,"Action, Sci-Fi"
The Thaw,Mark A. Lewis,"Val Kilmer, Alexandra Staseson, Brad Dryborough, Greg Rogers",2009,90 min,"Horror, Sci-Fi, Thriller"
Black Wake,Jeremiah Kipp,"Nana Gouvea, Tom Sizemore, Eric Roberts, Jonny Beauchamp",2018,91 min,"Horror, Sci-Fi, Thriller"
143,Tim Miller,,,,"Action, Adventure, Fantasy"
Brain Dead,Adam Simon,"Bill Pullman, Bill Paxton, Bud Cort, Nicholas Pryor",1990,85 min,"Horror, Mystery, Sci-Fi"
Project X,Jonathan Kaplan,"Matthew Broderick, Helen Hunt, Willie, Okko",1987,108 min,"Comedy, Drama, Sci-Fi"
Dr. Jekyll and Mr. Hyde,Victor Fleming,"Spencer Tracy, Ingrid Bergman, Lana Turner, Donald Crisp",1941,113 min,"Drama, Horror, Sci-Fi"
Village of the Damned,Wolf Rilla,"George Sanders, Barbara Shelley, Michael Gwynn, Laurence Naismith",1960,77 min,"Horror, Sci-Fi"
Morons from Outer Space,Mike Hodges,"Mel Smith, Griff Rhys Jones, Joanne Pearce, Jimmy Nail",1985,90 min,"Comedy, Sci-Fi"
Alien Nation,Graham Baker,"James Caan, Mandy Patinkin, Terence Stamp, Kevyn Major Howard",1988,91 min,"Action, Sci-Fi"
The Place Promised in Our Early Days,"Makoto Shinkai, Yoshio Suzuki","Hidetaka Yoshioka, Masato Hagiwara, Yuka Nanri, Unshô Ishizuka",2004,91 min,"Animation, Drama, Romance"
Little Fish,Chad Hartigan,"Olivia Cooke, Jack O'Connell, Toby Hargrave, Raúl Castillo",,,Sci-Fi
The Similars,Isaac Ezban,"Luis Alberti, Carmen Beato, Fernando Becerril, Humberto Busto",2015,89 min,"Horror, Sci-Fi"
Monsters: Dark Continent,Tom Green,"Johnny Harris, Sam Keeley, Joe Dempsie, Sofia Boutella",2014,119 min,"Drama, Sci-Fi, Thriller"
Bounty Killer,Henry Saine,"Matthew Marsden, Kristanna Loken, Christian Pitre, Barak Hardley",2013,92 min,"Action, Sci-Fi, Thriller"
Futureworld,Richard T. Heffron,"Peter Fonda, Blythe Danner, Arthur Hill, Yul Brynner",1976,108 min,"Sci-Fi, Thriller"
Attack of the Killer Tomatoes!,John De Bello,"David Miller, George Wilson, Sharon Taylor, J. Stephen Peace",1978,83 min,"Adventure, Comedy, Horror"
Marjorie Prime,Michael Almereyda,"Stephanie Andujar, Hana Colley, Geena Davis, Hannah Gross",2017,99 min,"Drama, Mystery, Romance"
Comet,Sam Esmail,"Justin Long, Emmy Rossum, Kayla Servi, Eric Winter",2014,91 min,"Comedy, Drama, Romance"
Evolution,Lucile Hadzihalilovic,"Marta Blanc, Max Brebant, Roxane Duran, Julie-Marie Parmentier",2015,81 min,"Drama, Mystery, Sci-Fi"
Space Truckers,Stuart Gordon,"Tim Loane, Ian Beattie, Olwen Fouéré, Shane Rimmer",1996,95 min,"Adventure, Comedy, Sci-Fi"
Prodigy,"Alex Haughey, Brian Vidal","Richard Neil, Savannah Liles, Jolene Andersen, Emilio Palame",2017,80 min,"Drama, Sci-Fi, Thriller"
The Fury,Brian De Palma,"Kirk Douglas, John Cassavetes, Carrie Snodgress, Charles Durning",1978,118 min,"Horror, Sci-Fi"
The Man Who Fell to Earth,Nicolas Roeg,"David Bowie, Rip Torn, Candy Clark, Buck Henry",1976,139 min,"Sci-Fi, Drama"
The Invasion,"Oliver Hirschbiegel, James McTeigue","Nicole Kidman, Daniel Craig, Jeremy Northam, Jackson Bond",2007,99 min,"Sci-Fi, Thriller"
Gantz,Shinsuke Sato,"Kazunari Ninomiya, Kanata Hongô, Ken'ichi Matsuyama, Natsuna",2010,130 min,"Action, Horror, Sci-Fi"
Death Machine,Stephen Norrington,"Brad Dourif, Ely Pouget, William Hootkins, John Sharian",1994,120 min,"Action, Horror, Sci-Fi"
Body Melt,Philip Brophy,"Gerard Kennedy, Andrew Daddo, Ian Smith, Regina Gaigalas",1993,81 min,"Horror, Comedy, Sci-Fi"
Viral,"Henry Joost, Ariel Schulman","Sofia Black-D'Elia, Analeigh Tipton, Travis Tope, Michael Kelly",2016,85 min,"Drama, Horror, Sci-Fi"
Zombie Strippers!,Jay Lee,"Jenna Jameson, Robert Englund, Roxy Saint, Penny Vital",2008,94 min,"Comedy, Horror, Sci-Fi"
Dreamscape,Joseph Ruben,"Dennis Quaid, Max von Sydow, Christopher Plummer, Eddie Albert",1984,99 min,"Action, Adventure, Horror"
The Starving Games,"Jason Friedberg, Aaron Seltzer","Maiara Walsh, Brant Daugherty, Cody Christian, Lauren Bowles",2013,83 min,"Comedy, Sci-Fi"
Beneath the Planet of the Apes,Ted Post,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison",1970,95 min,"Action, Adventure, Sci-Fi"
Astral,Chris Mul,"Frank Dillane, Catherine Steadman, Damson Idris, Vanessa Grasse",2018,83 min,"Drama, Horror, Sci-Fi"
Higher Power,Matthew Charles Santoro,"Colm Feore, Jade Tailor, Ron Eldard, Jordan Hinson",2018,93 min,"Action, Sci-Fi, Thriller"
D.A.R.Y.L.,Simon Wincer,"Mary Beth Hurt, Michael McKean, Kathryn Walker, Colleen Camp",1985,99 min,"Family, Sci-Fi"
Escape to Witch Mountain,John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards",1975,97 min,"Adventure, Family, Fantasy"
Just a Breath Away,Daniel Roby,"Romain Duris, Olga Kurylenko, Fantine Harduin, Michel Robin",2018,89 min,Sci-Fi
Extinction,Miguel Ángel Vivas,"Matthew Fox, Jeffrey Donovan, Quinn McColgan, Clara Lago",2015,112 min,"Drama, Horror, Sci-Fi"
This Island Earth,Joseph M. Newman,"Jeff Morrow, Faith Domergue, Rex Reason, Lance Fuller",1955,86 min,"Horror, Mystery, Sci-Fi"
Message from Space,Kinji Fukasaku,"Vic Morrow, Shin'ichi Chiba, Philip Casnoff, Peggy Lee Brennan",1978,105 min,"Action, Adventure, Sci-Fi"
Luis & the Aliens,"Christoph Lauenstein, Wolfgang Lauenstein, Sean McCormack","Callum Maloney, Dermot Magennis, Ian Coppinger, Paul Tylak",2018,86 min,"Animation, Adventure, Comedy"
Colossus: The Forbin Project,Joseph Sargent,"Eric Braeden, Susan Clark, Gordon Pinsent, William Schallert",1970,100 min,"Sci-Fi, Thriller"
Earth Girls Are Easy,Julien Temple,"Geena Davis, Jeff Goldblum, Jim Carrey, Damon Wayans",1988,100 min,"Comedy, Musical, Romance"
Brahmastra,Ayan Mukherjee,"Alia Bhatt, Amitabh Bachchan, Ranbir Kapoor, Mouni Roy",2019,,"Action, Adventure, Fantasy"
Skyline,"Colin Strause, Greg Strause","Eric Balfour, Donald Faison, Scottie Thompson, Brittany Daniel",2010,92 min,"Action, Sci-Fi, Thriller"
ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell",2016,88 min,"Sci-Fi, Thriller"
"I, Frankenstein",Stuart Beattie,"Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun",2014,92 min,"Action, Fantasy, Horror"
Buck Rogers in the 25th Century,Daniel Haller,"Gil Gerard, Erin Gray, Pamela Hensley, Henry Silva",1979,89 min,"Action, Adventure, Sci-Fi"
The Hive,David Yarovesky,"Gabriel Basso, Sean Gunn, Kathryn Prescott, Gabrielle Walsh",2014,93 min,"Horror, Sci-Fi, Thriller"
Planet 51,"Jorge Blanco, Javier Abad, Marcos Martínez","Dwayne Johnson, Seann William Scott, Jessica Biel, Justin Long",2009,91 min,"Animation, Adventure, Comedy"
Time After Time,Nicholas Meyer,"Malcolm McDowell, Mary Steenburgen, David Warner, Charles Cioffi",1979,112 min,"Adventure, Drama, Sci-Fi"
Journey to the Center of the Earth,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers",2008,93 min,"Action, Adventure, Family"
Synchronic,"Justin Benson, Aaron Moorhead","Jamie Dornan, Ally Ioannides, Anthony Mackie, Betsy Holt",,,Sci-Fi
The Absent Minded Professor,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk",1961,92 min,"Comedy, Family, Sci-Fi"
Beyond Re-Animator,Brian Yuzna,"Jeffrey Combs, Tommy Dean Musset, Jason Barry, Bárbara Elorrieta",2003,96 min,"Comedy, Horror, Sci-Fi"
Munchies,Tina Hirsch,"Harvey Korman, Charlie Stratton, Nadine Van der Velde, Alix Elias",1987,83 min,"Comedy, Fantasy, Horror"
Salvage Marines,Shaun Paul Piccinino,"Casper Van Dien, Armand Assante, Jennifer Wenger, Gianni Capaldi",,,Sci-Fi
Meteor,Ronald Neame,"Sean Connery, Natalie Wood, Karl Malden, Brian Keith",1979,108 min,"Action, Drama, Sci-Fi"
Bride of Re-Animator,Brian Yuzna,"Jeffrey Combs, Bruce Abbott, Claude Earl Jones, Fabiana Udenio",1989,96 min,"Comedy, Horror, Sci-Fi"
Trancers,Charles Band,"Tim Thomerson, Helen Hunt, Michael Stefani, Art LaFleur",1984,76 min,"Action, Sci-Fi"
Creepozoids,David DeCoteau,"Linnea Quigley, Ken Abraham, Michael Aranda, Richard L. Hawkins",1987,72 min,"Horror, Sci-Fi"
Turbo: A Power Rangers Movie,"Shuki Levy, David Winning","Jason David Frank, Catherine Sutherland, Hilary Shepard, Jon Simanton",1997,99 min,"Action, Adventure, Family"
Moon Zero Two,Roy Ward Baker,"James Olson, Catherine Schell, Warren Mitchell, Adrienne Corri",1969,100 min,"Crime, Sci-Fi"
They Call Me Jeeg,Gabriele Mainetti,"Claudio Santamaria, Luca Marinelli, Ilenia Pastorelli, Stefano Ambrogi",2015,112 min,"Action, Drama, Sci-Fi"
Robopocalypse,Michael Bay,,,,"Action, Sci-Fi, Thriller"
Redline,Takeshi Koike,"Takuya Kimura, Yû Aoi, Tadanobu Asano, Yoshiyuki Morishita",2009,102 min,"Animation, Action, Romance"
Far Cry,Uwe Boll,"Til Schweiger, Emmanuelle Vaugier, Natalia Avelon, Udo Kier",2008,95 min,"Action, Adventure, Sci-Fi"
Extraterrestrial,Colin Minihan,"Brittany Allen, Freddie Stroma, Jesse Moss, Anja Savcic",2014,101 min,"Horror, Mystery, Sci-Fi"
There's Nothing Out There,Rolfe Kanefsky,"Craig Peck, Wendy Bednarz, Mark Collver, Bonnie Bowers",1991,91 min,"Comedy, Horror, Sci-Fi"
Class of Nuke 'Em High,"Richard W. Haines, Lloyd Kaufman","Janelle Brady, Gil Brenton, Robert Prichard, Pat Ryan",1986,85 min,"Comedy, Horror, Sci-Fi"
Night of the Lepus,William F. Claxton,"Stuart Whitman, Janet Leigh, Rory Calhoun, DeForest Kelley",1972,88 min,"Horror, Sci-Fi, Thriller"
Doghouse,Jake West,"Danny Dyer, Noel Clarke, Emil Marwa, Lee Ingleby",2009,89 min,"Comedy, Horror, Sci-Fi"
Nightflyers,Robert Collector,"Catherine Mary Stewart, Michael Praed, John Standing, Lisa Blount",1987,89 min,"Horror, Sci-Fi, Thriller"
The Six Billion Dollar Man,,,,,"Action, Sci-Fi"
Nothing Really Happens,Justin Petty,"Bobby Dornbos, Adam Edwards, Kam Franklin, Joseph Graham",2018,101 min,"Comedy, Sci-Fi, Thriller"
Gremlins 3,,,,,"Comedy, Fantasy, Horror"
Our Man Flint,Daniel Mann,"James Coburn, Lee J. Cobb, Gila Golan, Edward Mulhare",1966,108 min,"Action, Adventure, Comedy"
Dark Skies,Scott Stewart,"Keri Russell, Jake Brennan, Josh Hamilton, Dakota Goyo",2013,97 min,"Horror, Sci-Fi, Thriller"
Fantastic Planet,René Laloux,"Barry Bostwick, Jennifer Drake, Eric Baugin, Jean Topart",1973,72 min,"Animation, Sci-Fi"
Freaked,"Tom Stern, Alex Winter","Brooke Shields, William Sadler, Eduardo Ricard, Henry Carbo",1993,80 min,"Comedy, Sci-Fi"
Ravenous,Robin Aubert,"Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Micheline Lanctôt",2017,104 min,"Drama, Horror, Sci-Fi"
Luna Park,Doug Liman,Tom Cruise,,,"Action, Adventure, Sci-Fi"
It's All About Love,Thomas Vinterberg,"Joaquin Phoenix, Claire Danes, Sean Penn, Douglas Henshall",2003,104 min,"Drama, Romance, Sci-Fi"
Blood Beach,Jeffrey Bloom,"David Huffman, Marianna Hill, Burt Young, Otis Young",1980,92 min,"Comedy, Horror, Sci-Fi"
Deep Throat Part II,Joseph W. Sarno,"Linda Lovelace, Harry Reems, Levi Richards, David Davidson",1974,88 min,"Comedy, Sci-Fi"
The Last Mimzy,Robert Shaye,"Joely Richardson, Rainn Wilson, Timothy Hutton, Chris O'Neil",2007,90 min,"Drama, Family, Sci-Fi"
Alone in the Dark,Uwe Boll,"Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner",2005,96 min,"Action, Horror, Sci-Fi"
Alligator,Lewis Teague,"Robert Forster, Robin Riker, Michael V. Gazzo, Dean Jagger",1980,91 min,"Horror, Sci-Fi, Thriller"
Bokeh,"Geoffrey Orthwein, Andrew Sullivan","Maika Monroe, Matt O'Leary, Arnar Jónsson, Gunnar Helgason",2017,92 min,"Drama, Sci-Fi"
Rabid,"Jen Soska, Sylvia Soska","Laura Vandervoort, Greg Bryk, Stephen McHattie, Stephen Huszar",,,"Horror, Sci-Fi"
RoboCop Returns,Neill Blomkamp,,,,"Action, Crime, Sci-Fi"
Short Circuit 2,Kenneth Johnson,"Fisher Stevens, Michael McKean, Tim Blaney, Cynthia Gibb",1988,110 min,"Comedy, Drama, Family"
Bigfoot,Robert F. Slatzer,"John Carradine, Joi Lansing, Judith Jordan, John Mitchum",1970,84 min,"Horror, Sci-Fi, Thriller"
Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.,Roger Corman,"Bob Corff, Elaine Giftos, Bud Cort, Talia Shire",1970,78 min,"Comedy, Drama, Sci-Fi"
Iceman,Fred Schepisi,"Timothy Hutton, Lindsay Crouse, John Lone, Josef Sommer",1984,100 min,"Drama, Sci-Fi"
Hellraiser: Bloodline,Kevin Yagher,"Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton",1996,85 min,"Horror, Sci-Fi"
Robot & Frank,Jake Schreier,"Peter Sarsgaard, Frank Langella, Susan Sarandon, Liv Tyler",2012,89 min,"Comedy, Crime, Drama"
Atlas Shrugged II: The Strike,John Putch,"Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian",2012,111 min,"Drama, Mystery, Sci-Fi"
My Favorite Martian,Donald Petrie,"Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Daryl Hannah",1999,94 min,"Comedy, Family, Sci-Fi"
These Final Hours,Zak Hilditch,"Jessica De Gouw, Nathan Phillips, David Field, Lauren Cleary",2013,87 min,"Drama, Sci-Fi, Thriller"
New Rose Hotel,Abel Ferrara,"Christopher Walken, Willem Dafoe, Asia Argento, Annabella Sciorra",1998,93 min,"Drama, Mystery, Sci-Fi"
The Final Cut,Omar Naim,"Robin Williams, Jim Caviezel, Mira Sorvino, Mimi Kuzyk",2004,95 min,"Drama, Sci-Fi, Thriller"
Looney Tunes: Back in Action,Joe Dante,"Brendan Fraser, Jenna Elfman, Steve Martin, Heather Locklear",2003,91 min,"Animation, Adventure, Comedy"
Sphere,Barry Levinson,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote",1998,134 min,"Drama, Horror, Mystery"
Devil's Gate,Clay Staub,"Amanda Schull, Shawn Ashmore, Milo Ventimiglia, Bridget Regan",2017,94 min,"Horror, Sci-Fi, Thriller"
Air,Christian Cantamessa,"Norman Reedus, Djimon Hounsou, Sandrine Holt, Michael Hogan",2015,95 min,"Drama, Sci-Fi, Thriller"
Batman: Return of the Caped Crusaders,Rick Morales,"Adam West, Burt Ward, Julie Newmar, Jeff Bergman",2016,78 min,"Animation, Action, Adventure"
Dragon Ball Z: Resurrection 'F',Tadayoshi Yamamuro,"Masako Nozawa, Ryô Horikawa, Hiromi Tsuru, Masaharu Satô",2015,93 min,"Animation, Action, Adventure"
Free Birds,Jimmy Hayward,"Woody Harrelson, Owen Wilson, Dan Fogler, Amy Poehler",2013,91 min,"Animation, Adventure, Comedy"
Afterburn,Byung-gil Jung,Gerard Butler,,,"Comedy, Sci-Fi"
Multiple Man,,,,,"Action, Adventure, Sci-Fi"
Joker,Shirish Kunder,"Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba",2012,104 min,"Comedy, Family, Sci-Fi"
Alien Invasion: S.U.M.1,Christian Pasquariello,"Iwan Rheon, André Hennicke, Rainer Werner, Zoe Grisedale",2017,92 min,"Horror, Sci-Fi, Thriller"
The History of Time Travel,Ricky Kennedy,"Stephen Adami, Krista Ales, Valerie Black, Ryan Blackburn",2014,72 min,"Documentary, Drama, History"
RoboWoman,Dustin Ferguson,"Brinke Stevens, Dawna Lee Heising, Mel Novak, Aki Aleong",2019,,"Action, Sci-Fi, Thriller"
Vampire Hunter D: Bloodlust,Yoshiaki Kawajiri,"Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee",2000,103 min,"Animation, Action, Fantasy"
Dragon Ball Z: Battle of Gods,Masahiro Hosoda,"Masako Nozawa, Hiromi Tsuru, Ryô Horikawa, Masaharu Satô",2013,85 min,"Animation, Action, Adventure"
As the Gods Will,Takashi Miike,"Lily Franky, Sôta Fukushi, Ryûnosuke Kamiki, Shôta Sometani",2014,117 min,"Horror, Sci-Fi, Thriller"
Return of the Living Dead: Rave to the Grave,Ellory Elkayem,"Peter Coyote, Aimee-Lynn Chadwick, Cory Hardrict, John Keefe",2005,86 min,"Comedy, Horror, Sci-Fi"
Ghost in the Shell 2: Innocence,Mamoru Oshii,"Akio Ôtsuka, Atsuko Tanaka, Tamio Ohki, Kôichi Yamadera",2004,100 min,"Animation, Drama, Sci-Fi"
Millennium,Michael Anderson,"Kris Kristofferson, Cheryl Ladd, Daniel J. Travanti, Robert Joy",1989,108 min,"Drama, Sci-Fi, Thriller"
The Brain That Wouldn't Die,Joseph Green,"Jason Evers, Virginia Leith, Anthony La Penna, Adele Lamont",1962,82 min,"Horror, Sci-Fi"
Attack on Titan,Andy Muschietti,,,98 min,"Action, Drama, Fantasy"
Revenge of the Creature,Jack Arnold,"John Agar, Lori Nelson, John Bromfield, Nestor Paiva",1955,82 min,"Horror, Sci-Fi"
Ultraman,Hajime Tsuburaya,"Akiji Kobayashi, Susumu Kurobe, Hiroko Sakurai, Akihiko Hirata",1967,79 min,"Action, Sci-Fi, Thriller"
Isolation,Billy O'Brien,"Essie Davis, Sean Harris, Marcel Iures, Crispin Letts",2005,95 min,"Horror, Sci-Fi, Thriller"
Aliens in the Attic,John Schultz,"Ashley Tisdale, Robert Hoffman, Carter Jenkins, Austin Butler",2009,86 min,"Animation, Adventure, Comedy"
The Veil,Brent Ryan Green,"Serinda Swan, William Moseley, Nick E. Tarabay, William Levy",2017,93 min,"Action, Adventure, Sci-Fi"
The Last Man on Earth,"Ubaldo Ragona, Sidney Salkow","Vincent Price, Franca Bettoia, Emma Danieli, Giacomo Rossi Stuart",1964,86 min,"Horror, Sci-Fi"
Freaks,"Zach Lipovsky, Adam B. Stein","Emile Hirsch, Bruce Dern, Lexy Kolker, Amanda Crew",2018,104 min,"Drama, Sci-Fi, Thriller"
