movie,directors,stars,year,runtime,genres
Anonymous Celebrities: Animatic ,Denny Zartman,Denny Zartman,2005, 1h 39m,"Comedy, Drama, Music, Science Fiction, Thriller"
The Amazing Spider-Man , E.W. Swackhamer,"Nicholas Hammond, David White, Lisa Eilbacher, Jeff Donnell, Michael Pataki",1978, 1h 32m,"Science Fiction, Action, Adventure, Fantasy, TV Movie, Crime"
Fantastic Voyage ,Richard Fleischer,"Stephen Boyd, Raquel Welch, Edmond O'Brien, Donald Pleasence, Arthur O'Connell",1966, 1h 40m,"Adventure, Science Fiction"
Thomas in Love ,Pierre-Paul Renders,"Benoît Verhaert, Aylin Yay, Magali Pinglaut, Micheline Hardy, Frédéric Topart",2000, 1h 37m,"Drama, Comedy, Science Fiction, Romance"
No Blade of Grass ,Cornel Wilde,"Nigel Davenport, Jean Wallace, John Hamill, Lynne Frederick, Patrick Holt",1970, 1h 36m,"Drama, Science Fiction"
Robot Overlords ,Jon Wright,"Milo Parker, Callan McAuliffe, Ella Hunt, Ben Kingsley, Gillian Anderson",2015, 1h 30m,"Adventure, Science Fiction, Action"
Attack from Space ,"Nagayoshi Akasaka, Akira Miwa, Teruo Ishii","Ken Utsui, Sachihiro Ohsawa, Junko Ikeuchi, Minako Yamada, Shoji Nakayama",1965, 1h 16m,"Action, Science Fiction"
The Men Who Fell ,William L. Stewart,"Brendan Guy Murphy, Aaron Stielstra, Kimberly Parmon, Ben Naasz, Ike Stielstra",2007, -,"Horror, Science Fiction"
Collider ,Jason Butler,"Teresa Tavares, Iain Robertson, Lucy Cudden, Jamie Maclachlan, Amy Cudden",2013, -,Science Fiction
Aria the OVA: Arietta ,Junichi Sato,"Erino Hazuki, Chinami Nishimura, Yoshiko Matsuo, Junko Minagawa, Tomoko Kawakami",2007, 0h 30m,"Animation, Science Fiction, Romance, Drama"
Mesa of Lost Women ,"Herbert Tevos, Ron Ormond","Jackie Coogan, Allan Nixon, Richard Travis, Lyle Talbot, Paula Hill",1953, 1h 10m,"Horror, Science Fiction"
Unidentified ,Jason Richard Miller,"Parry Shen, Colton Dunn, Eddie Mui, Eric Artell",2013, 1h 30m,"Science Fiction, Comedy, Horror"
The Secret of Treasure Island ,Elmer Clifton,"Don Terry, Gwen Gaze, Walter Miller, George Rosener, Grant Withers",1938, 5h 0m,"Science Fiction, Mystery, Action"
Harrison Bergeron ,Bruce Pittman,"Sean Astin, Christopher Plummer, Eugene Levy, Hayden Christensen",1995, 1h 39m,"Comedy, Science Fiction"
Marihuana radioactiva interplanetaria ,Marcelo Leguiza,"Martin Bello, Maria Laura Esteban, Dario Estelrich, Enzo Giordano",2010, 1h 18m,"Science Fiction, Comedy"
Angel Dust ,Óscar Blancarte,"Julio Bracho, Jorge Zárate, Ludwika Paleta, Carolina Jaramillo, Jorge Soto",2007, 1h 49m,"Science Fiction, Action"
Brainscan Aku Dan Topi Ajaib ,Ahmad Idham,"Nik Adruce, Erin Malek, Eric Fuzi, Fatin Nur Afifah, Sharifah Shahirah",2008, 1h 30m,"Comedy, Science Fiction, Adventure"
Space Station 76 ,Jack Plotnick,"Matt Bomer, Jerry O'Connell, Liv Tyler, Marisa Coughlan, Patrick Wilson",2014, 1h 34m,"Drama, Comedy, Science Fiction"
The Companion ,Gary Fleder,"Kathryn Harrold, Bruce Greenwood, Talia Balsam, Brion James, Joely Fisher",1994, 1h 34m,Science Fiction
Sex and the Single Alien ,Peter Daskaloff,"Eric Kohner, Melanie Rose, Frank Fowler, Michaela Stoicov, Michele Hess",1993, 1h 29m,"Comedy, Science Fiction"
Memory Run ,Allan A. Goldstein,"Karen Duffy, Saul Rubinek, Matt McCoy, Lynne Cormack, Torri Higginson",1995, 1h 29m,"Action, Science Fiction"
"Bye-bye, Jupiter ","Sakyo Komatsu, Koji Hashimoto","Tomokazu Miura, Diane Dangely, Miyuki Ono, Rachel Huggett, Paul Tagawa",1984, 2h 10m,"Science Fiction, Thriller, Drama"
The Puppet Masters ,Stuart Orme,"Donald Sutherland, Eric Thal, Julie Warner, Keith David, Will Patton",1994, 1h 49m,"Horror, Science Fiction, Thriller"
Something Strangely Familiar ,Aaron Munson,,2012, 0h 4m,"Fantasy, Music, Science Fiction"
Chained Heat 2001: Slave Lovers ,Lloyd A. Simandl,"Klára Hlousková, Kira Reed Lorsch, David O'Kelly",2001, 1h 33m,"Action, Science Fiction, Thriller, Fantasy"
Cruel & Unusual ,Merlin Dervisevic,"David Richmond-Peck, Michael Eklund, Michelle Harrison, Bernadette Saquibal, Richard Harmon",2014, 1h 35m,"Thriller, Science Fiction"
Ressha Sentai ToQger vs. Kamen Rider Gaim: Spring Break Combined Special ,Shojiro Nakazawa,"Gaku Sano, Jun Shison, Riria, Jin Hiramaki, Ai Moritaka",2014, 0h 45m,"Action, Adventure, Science Fiction"
Evergreen ,Ifigeneia Kotsoni,"Katerina Misichroni, Dimitra Doumeni, Odysseas Androutsos, Nikos Lambrou, Sofia Liapi",2012, 0h 14m,"Fantasy, Science Fiction"
Ivan-Durak ,"Sergei Koryagin, Alexander Doulerain",,2002, 1h 30m,Science Fiction
Cyber Seeker ,Mike Tristano,"Neil Delama, Joe Estevez, Don Stroud, Roger Lee, Monique Parent",1993, 1h 30m,Science Fiction
ETXR ,Trevor Sands,"Samuel Hunt, Jeremy Luke, Levi Fiehler, Brianne Howey, Lindsey Morgan",2014, 1h 17m,"Music, Adventure, Science Fiction"
The Forbidden Dimensions ,Christopher James Miller,"Brittany O'Neil, Kyle Morris, Al Ridenour, Carl Crew, Christopher James Miller",2013, 1h 26m,"Horror, Science Fiction, Thriller"
A Time Slip of 10000 Years: Prime Rose ,"Satoshi Dezaki, Osamu Dezaki",,1983, 1h 30m,Science Fiction
Invasion of the Bee Girls ,Denis Sanders,"William Smith, Anitra Ford, Victoria Vetri, Cliff Osmond, Wright King",1973, 1h 25m,"Horror, Science Fiction, Thriller"
Charlie Bit My Finger ,Jeff Chan,"Mervyn Joseph, Ethan Gerry, Mike Heathcote, Lawrence Bill, Cynthia Crofoot",2011, 0h 2m,"Horror, Science Fiction, Thriller"
Shivers ,David Cronenberg,"Paul Hampton, Joe Silver, Lynn Lowry, Barbara Steele, Allan Kolman",1975, 1h 28m,"Horror, Science Fiction"
Her First Flame ,Bruno C. Becker,"Gale Henry, Milburn Morante, Hap Ward, Phyllis Allen",1920, 0h 20m,"Science Fiction, Comedy"
Alien from the Deep ,Antonio Margheriti,"Daniel Bosch, Marina Giulia Cavalli, Robert Marius, Luciano Pigozzi, Charles Napier",1989, 1h 30m,"Horror, Science Fiction"
Dark Universe ,"Grant Austin Waldman, Steve Latshaw","Blake Pickett, Joe Estevez, Laurie Sherman, Bently Tittle, John Maynard",1993, 1h 23m,"Horror, Science Fiction"
Raging Sharks ,Danny Lerner,"Corin Nemec, Vanessa Angel, Corbin Bernsen, Todd Jensen, Elise Muller",2005, 1h 32m,"Horror, Science Fiction"
Frankenhooker ,Frank Henenlotter,"James Lorinz, Patty Mullen, Joanne Ritchie, J.J. Clark, Helmar Augustus Cooper",1990, 1h 25m,"Comedy, Horror, Science Fiction"
Air ,Christian Cantamessa,"Norman Reedus, Djimon Hounsou, Sandrine Holt, Peter Benson, Michael Hogan",2015, 1h 34m,"Science Fiction, Thriller"
Island of the Lost ,John Florea,"Richard Greene, Luke Halpin",1967, 1h 32m,"Adventure, Science Fiction"
Press Start ,Ed Glaser,"Joshua Stafford, Lauren Chambers, Al Morrison, Peter A. Davis, J.W. Morrissette",2007, 1h 40m,"Comedy, Science Fiction"
Der Mann mit dem Objektiv ,Frank Vogel,"Rolf Ludwig, Helga Labudda, Christine Laszar, Erich Franz, Monika Hildebrandt",1961, 1h 20m,"Comedy, Science Fiction"
The Mangler Reborn ,"Erik Gardner, Matt Cunningham","Aimee Brooks, Reggie Bannister, Weston Blakesley, Scott Speiser, Juliana Dever",2005, 1h 24m,"Horror, Science Fiction"
Max Steel ,Stewart Hendler,"Ben Winchell, Josh Brener, Ana Villafañe, Andy García, Maria Bello",2016, 1h 32m,"Action, Adventure, Science Fiction"
Avant Pétalos Grillados ,César Velasco Broca,"Arthur Rowshan, Silvio Samuel Saviour, Iván Rivera, Antonio Ruiz Montero, Juan Benito",2006, 0h 10m,Science Fiction
Dream a Little Dream 2 ,James Lemmo,"Corey Feldman, Corey Haim, Robyn Lively, Stacie Randall, Michael Nicolosi",1995, 1h 31m,"Comedy, Science Fiction"
Morella ,James Glenn Dudelson,"Nicholas Guest, Khrystyne Haje, Angela Jones, Robert Lipton",1997, -,"Science Fiction, Horror, Thriller"
Arcade ,Albert Pyun,"Megan Ward, Peter Billingsley, John de Lancie, Seth Green, Sharon Farrell",1993, 1h 25m,"Fantasy, Horror, Thriller, Science Fiction"
The Bees ,Alfredo Zacarías,"John Saxon, Angel Tompkins, John Carradine, Claudio Brook, Alicia Encinas",1978, 1h 32m,"Thriller, Horror, Science Fiction"
Danny's Doomsday ,Martin Barnewitz,"William Jøhnk Nielsen, Thomas Garvey, Peter Gantzler, Emilie Werner Semmelroth, Marco Ilsø",2014, 1h 28m,"Science Fiction, Family, Adventure"
Arpeggio of Blue Steel: Ars Nova Movie 1 ,Seiji Kishi,"Mai Fuchigami, Saki Fujita, Rina Hidaka, Mako Sakurai, Shinobu Matsumoto",2015, -,"Action, Science Fiction"
Redaction ,Tim Sanger,"Jaimi Paige, Chet Grissom, Matt Brewer, Sarah Lilly, Carla Valderrama",2014, 0h 10m,"Science Fiction, Drama"
The Lost World ,Timothy Bond,"John Rhys-Davies, David Warner, Eric McCormack, Nathania Stanford, Darren Peter Mercer",1992, 1h 39m,"Adventure, Fantasy, Science Fiction"
Singular ,Juan Felipe Orozco,"Julieth Restrepo, Jose Restrepo, Alvi de Abreu, Camilo Ávila, Camilo Ávila",2014, 0h 11m,"Science Fiction, Action"
Ducked and Covered: A Survival Guide to the Post Apocalypse ,Nathaniel Lindsay,Blaise Murphet,2009, 0h 9m,"Science Fiction, Comedy, Animation"
Star Appeal ,Zi'en Cui,"Yu Bo, Wang Guifeng, Weiming Wang, Yu Bin, Jian Hou",2008, 1h 26m,"Science Fiction, Drama"
Cold Souls ,Sophie Barthes,"Paul Giamatti, Emily Watson, Dina Korzun, David Strathairn, Katheryn Winnick",2009, 1h 41m,"Comedy, Drama, Fantasy, Science Fiction"
Downsizing ,Alexander Payne,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig, Rolf Lassgård",2017, 2h 15m,"Comedy, Drama, Science Fiction"
Emmanuelle 2000: Emmanuelle's Intimate Encounters ,Rolfe Kanefsky,"Holly Sampson, Shauna O'Brien, Lyle Skosey, Brandy Miller, John McCafferty",2000, 1h 30m,"Fantasy, Science Fiction"
The Regenerated Man ,Ted A. Bohus,"Arthur Lundquist, Cheryl Hendricks, Andrew Fetherolf, Gregory Sullivan, Debbie Rochon",1994, 1h 29m,"Science Fiction, Horror"
Jekyll and Hyde ... Together Again ,Jerry Belson,"Mark Blankfield, Bess Armstrong, Krista Errickson, Tim Thomerson, Michael McGuire",1982, 1h 27m,"Comedy, Horror, Science Fiction"
Fireball ,Thanakorn Pongsuwan,"Preeti Barameeanat, Khanutra Chuchuaysuwan, Kumpanat Oungsoongnern, Phutharit Prombandal, Arucha Tosawat",2009, 1h 34m,"Adventure, Action, Science Fiction"
Woods ,"Jon Hyatt, Bruce William Harper","Joe Costa, Lawrene Denkers, Jon Hyatt, Eric Parris, Amy Marie Wallace",2014, 0h 17m,"Thriller, Horror, Science Fiction"
House of Dracula ,Erle C. Kenton,"John Carradine, Onslow Stevens, Lon Chaney Jr., Martha O'Driscoll, Jane Adams",1945, 1h 7m,"Horror, Science Fiction"
Sailor Victory ,Katsuhiko Nishijima,"Hiromi Tsuru, Hinako Yoshino, Junko Shimakata, Yumi Touma",1995, 0h 54m,"Action, Animation, Comedy, Science Fiction"
"Captain Video, Master of the Stratosphere ","Wallace Grissell, Spencer Gordon Bennet","Judd Holdren, George Eldredge, Gene Roth, Larry Stewart",1951, 4h 47m,"Adventure, Science Fiction"
Ultra Galaxy Legend Side Story: Ultraman Zero vs. Darklops Zero - Stage I: Cosmic Collision ,Hideki Oka,"Shota Minami, Mamoru Miyano, Hiroyuki Konishi, Mitsutoshi Shundō, Ryû Manatsu",2010, 0h 55m,"Action, Fantasy, Science Fiction"
Doctor Who: The Next Doctor ,Andy Goddard,"David Tennant, David Morrissey, Dervla Kirwan, Velile Tshabalala, Ruari Mears",2008, 1h 0m,"Adventure, Drama, Family, Science Fiction, TV Movie"
Shifter ,Diego Hallivis,"Michael Antonio, Zach Avery, Narayana Cabral, Johnny DeBeer, Jong Woo Kim",2014, 0h 10m,"Action, Science Fiction"
ANI: A Parody ,Matt Lang,"Chris Allen, Joseph Walker, Denise Donovan, Brian Holden, Julia Albain",2014, 2h 2m,"Music, Comedy, Science Fiction"
Ghost in the Shell: The New Movie ,"Nomura Kazuya, Kazuchika Kise","Maaya Sakamoto, Ken'ichirô Matsuda, Kazuya Nakai, Ikkyuu Juku, Kenji Nojima",2015, 1h 40m,"Science Fiction, Animation"
Solyaris ,"Boris Nirenburg, Lidiya Ishimbaeva","Vasili Lanovoy, Antonina Pilyus, Vladimir Etush, Viktor Zozulin, Vyacheslav Dugin",1968, 2h 22m,"TV Movie, Drama, Science Fiction"
Associate Professor H. ,Janusz Majewski,"Jan Machulski, Andrzej Rausz",1968, 0h 21m,Science Fiction
Frankenstein: The College Years ,Tom Shadyac,"William Ragsdale, Christopher Daniel Barnes, Larry Miller, Andrea Elson, De'voreaux White",1991, 1h 40m,"Comedy, Science Fiction"
"NY,The Lost Civilization ",Dylan McNeil,,1997, 0h 18m,"Science Fiction, Documentary"
The Terminal Man ,Mike Hodges,"George Segal, Joan Hackett, Richard Dysart, Donald Moffat, Michael C. Gwynne",1974, 1h 47m,"Science Fiction, Thriller"
Not the End ,"César Esteban Alenda, José Esteban Alenda","María León, Javier Rey, Fernando Ustarroz, Roger Álvarez",2014, 0h 29m,"Romance, Science Fiction, Drama"
That's a UFO! The Flying Saucer ,Kazukiyo Shigeno,"Keaton Yamada, Chiyoko Kawashima, Katsuji Mori, Osamu Kato, Keiichi Noda",1975, 0h 16m,"Documentary, Animation, Science Fiction"
Dirty Pair: From Lovely Angels with Love ,"Norio Kashima, Toshifumi Takizawa","Kyôko Tongû, Saeko Shimazu",1987, 0h 50m,"Science Fiction, Adventure"
Great Planet Evil-Destroyer Dangaio ,Toshiki Hirano,"Akira Kamiya, Maya Okamoto, Mayumi Shou, Naoko Matsui, Shigeru Chiba",1987, 1h 11m,"Science Fiction, Action"
Flesh of my Flesh ,Edward Martin III,,2015, 1h 30m,"Science Fiction, Horror, Action"
The Encounter ,Robert Conway,"Clint James, Owen Conway, Megan Drust, Eliza Kiss",2015, 1h 25m,"Horror, Science Fiction"
Invisible Centerfolds ,Dean McKendrick,"Christine Nguyen, Krissy Lynn, Scarlet Red, Andrew Espinoza Long, Frankie Dell",2015, 1h 21m,"Comedy, Science Fiction"
Defocusin ,Oksana Mikheeva,"Aleksandr Yatsenko, Mariya Atlas-Popova, Yekaterina Shcheglova, Pavel Kovach, Vladimir Konovalov",2013, 0h 18m,"Comedy, Science Fiction, Drama"
Brick Bradford ,"Thomas Carr, Spencer Gordon Bennet","Kane Richmond, Rick Vallin, Linda Leighton, Pierre Watkin, Charles Quigley",1947, 4h 17m,"Adventure, Science Fiction"
FUTURESTATES: Code Academy ,Nisha Ganatra,"Alexa PenaVega, Renée Felice Smith, Makenzie Vega Norfolk, Carlos PenaVega, Janina Gavankar",2014, 0h 16m,Science Fiction
Whipping Boy ,Michael Chance,"Tongayi Chirisa, Celeste Thorson, Ken Gamble, Ashley Short, Steve Tanabe",2014, 0h 15m,"Drama, Science Fiction, Action"
Něco je ve vzduchu ,Ludvík Ráža,"Zlata Adamovská, Karel Augusta, Vlastimil Brodský, Jana Drbohlavová, Milena Dvorská",1981, 1h 18m,"Science Fiction, Comedy"
Silica-Esc ,Vladimir Todorović,,2010, 0h 8m,"Science Fiction, Animation"
Gefangene des ewigen Kreises ,Helmut Krätzig,"Alfred Cogho, Otto Dierichs, Siegfried Fiebig, Peter Paul Goes, Heinz Kammer",1960, -,"TV Movie, Drama, Science Fiction"
Inuyasha the Movie 4: Fire on the Mystic Island ,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino",2004, 1h 26m,"Action, Animation, Adventure, Science Fiction"
Containment ,Neil Mcenery-West,"Louise Brealey, Lee Ross, Sheila Reid, Pippa Nixon, Claire Greasley",2015, 1h 17m,"Thriller, Horror, Science Fiction"
The Subjects ,Robert Mond,"Paul O'Brien, Charlotte Nicdao, Emily Wheaton, Spencer McLaren, Paul Henri",2015, 1h 20m,"Thriller, Science Fiction"
Cargols! ,Geoffrey Cowper,"Marc Ayala, Mireia Figueras, Jesús Lloveras, Xavier Palomino, Jaume Madaula",2011, -,"Science Fiction, Action, Romance"
Synchronicity ,Jacob Gentry,"Chad McKnight, Brianne Davis, AJ Bowen, Scott Poythress, Michael Ironside",2015, 1h 41m,"Thriller, Mystery, Science Fiction"
The Blood of Fu Manchu ,Jesús Franco,"Christopher Lee, Richard Greene, Howard Marion-Crawford, Götz George, Maria Rohm",1968, 1h 32m,"Adventure, Crime, Horror, Science Fiction, Thriller"
The Most Beautiful Day ,Einar Kuusk,Einar Kuusk,2015, 0h 29m,"Science Fiction, Adventure, Fantasy"
"We, Time Machines ",Raúl Navarro,"Juanra Bonet, Natalia Moreno, Laura Salido",2010, 0h 7m,"Comedy, Science Fiction"
Memory 2.0 ,Dugan O'Neal,"Wilson Bethel, Jena Malone, Matt Lowe, Julian Work, Laura Patalano",2014, 0h 12m,"Romance, Science Fiction"
She Alien ,Milos Twilight,"Jenae Altschwager, Ed Brigadier, Elissa Dowling, Chanel Ryan",2009, -,Science Fiction
Southbound ,"Roxanne Benjamin, Patrick Horvath, David Bruckner, Matt Bettinelli-Olpin, Chad Villella, Justin Martinez, Tyler Gillett","Kate Beahan, Matt Bettinelli-Olpin, Susan Burke, Zoe Cooper, Gerald Downey",2015, 1h 29m,"Fantasy, Thriller, Horror, Science Fiction"
The Garden ,E.B. Rhee,,2015, 0h 7m,"Science Fiction, Adventure"
The Osiris Child ,Shane Abbess,"Kellan Lutz, Daniel MacPherson, Isabel Lucas, Luke Ford, Rachel Griffiths",2016, 1h 35m,Science Fiction
Doctor Who: Pyramids of Mars ,Paddy Russell,"Tom Baker, Elisabeth Sladen, Gabriel Woolf, Bernard Archard, Michael Sheard",1975, 1h 40m,"Action, Adventure, Drama, Science Fiction"
Point B ,Conor Long,"David Fetzer, Jared Shipley, Josh McLerran, Eric Fisher",2015, 1h 34m,"Comedy, Science Fiction"
Datenpanne - Das kann uns nie passieren ,Daniel Christoff,"Wolfgang Bathke, Gerd Böckmann, Barbara Auer, Walter Flamme, Christiane Pauli",1983, -,"Drama, Science Fiction, TV Movie"
L'herbe rouge ,Pierre Kast,"Jean Sorel, Jean-Pierre Léaud, Mijou Kovacs, Franca Gonella, Jean-Claude Brialy",1985, -,Science Fiction
The Last Human in the Milky Way ,Benjamin Combes,"Edward de Jongh, Ettiene de Oliveira, Chris McEtnee",2015, 0h 10m,Science Fiction
MW ,Hitoshi Iwamoto,"Hiroshi Tamaki, Takayuki Yamada, Rio Yamashita, Yusuke Yamamoto, Toru Kazama",2009, 2h 9m,"Drama, Science Fiction, Thriller"
Dominion ,Richard Lowry,"Barry Lynch, Travis Hammer, Christine Joëlle, Booboo Stewart, Lisa Marie",2015, 1h 23m,"Action, Thriller, Science Fiction"
Rebirth of Mothra ,Okihiro Yoneda,"Megumi Kobayashi, Sayaka Yamaguchi, Aki Hano, Kazuki Futami, Kenjirô Nashimoto",1996, 1h 44m,"Action, Adventure, Science Fiction, Fantasy"
The Skull Soldier ,Masaki Kyômoto,"Masaki Kyômoto, Kenji Shio, Hirotaro Honda, Yuriko Hamada, Guts Ishimatsu",1992, 1h 30m,"Action, Drama, Thriller, Science Fiction"
Samurai Resurrection ,Hideyuki Hirayama,"Kumiko Aso, Yosuke Kubozuka, Tetta Sugimoto, Koichi Sato, Kyôzô Nagatsuka",2003, 1h 45m,"Fantasy, Action, History, Thriller, Science Fiction"
The Time Machine ,,"Mary Donn, Christopher Gill, Eugene Leahy, Russell Napier, Anthony Nicholls",1949, 1h 0m,"Drama, Science Fiction"
Cyber Team in Akihabara: The Movie ,"Yoshitaka Fujimoto, Hiroaki Sakurai",,1999, 1h 0m,"Comedy, Animation, Science Fiction, Adventure"
Black Moon Rising ,Harley Cokeliss,"Tommy Lee Jones, Linda Hamilton, Robert Vaughn, Richard Jaeckel, Lee Ving",1986, 1h 40m,"Action, Science Fiction, Thriller"
The Distant Home ,Robert Marchand,"Melissa Jaffer, Marnie Reece-Wilmore, Dene Kermond, di smith, Grant Dodwell",1992, 1h 25m,"Family, Fantasy, Science Fiction"
20th Century Boys - Chapter 1: Beginning of the End ,Yukihiko Tsutsumi,"Toshiaki Karasawa, Takako Tokiwa, Teruyuki Kagawa, Hidehiko Ishizuka, Takashi Ukaji",2008, 2h 22m,"Science Fiction, Adventure, Mystery"
Flash Gordon: The Greatest Adventure of All ,Gwen Wetzler,"Robert Ridgely, Diane Pershing, Bob Holt, David Opatoshu, Vic Perrin",1982, 1h 35m,"Animation, Fantasy, Science Fiction"
The Ape Man ,William Beaudine,"Bela Lugosi, Louise Currie, Wallace Ford, Henry Hall, Minerva Urecal",1943, 1h 4m,"Horror, Science Fiction"
Monstrosity ,Joseph V. Mascelli,"Marjorie Eaton, Frank Gerstle, Frank Fowler, Erika Peters, Judy Bamber",1963, 1h 4m,"Horror, Science Fiction"
Use the Eyeballs! ,Naoya Tashiro,"Akihisa Shiono, Rina Akiyama, Eihi Shiina, Asami, Kentarô Shimazu",2015, 1h 18m,"Science Fiction, Drama, Comedy, Fantasy"
Splice ,Vincenzo Natali,"Adrien Brody, Sarah Polley, Delphine Chanéac, David Hewlett, Abigail Chu",2009, 1h 44m,"Horror, Thriller, Science Fiction"
Super 8 ,J.J. Abrams,"Joel Courtney, Elle Fanning, Riley Griffiths, Kyle Chandler, Ryan Lee",2011, 1h 52m,"Thriller, Science Fiction, Mystery"
Vorvik ,José Antonio Vitoria,"Fernando Guillén Cuervo, Amparo Larrañaga, María Valverde, Ramón Madaula, Carlos Lasarte",2005, 1h 40m,"Action, Adventure, Horror, Science Fiction"
The Army Within ,Andy Sutton,"Paul Pantano, May Grehan, Ben Davy-Thorburn, Paul Berenger, Matt James",2014, 0h 17m,"Drama, Science Fiction, Horror"
They Will All Die in Space ,Javier Chillon,"Francesc Garrido, Julio Perillán, Ben Temple, Lindsey Myhren",2015, 0h 14m,Science Fiction
Monsters ,Steve Desmond,"Caitlin Carmichael, Ione Skye, Christopher Wiehl, Joey Luthman, David 'Shark' Fralick",2015, 0h 13m,"Adventure, Drama, Science Fiction"
Bela Lugosi Meets a Brooklyn Gorilla ,William Beaudine,"Bela Lugosi, Duke Mitchell, Sammy Petrillo, Charlita, Muriel Landers",1952, 1h 14m,"Comedy, Science Fiction"
Amazing Nuts! ,"Takashi Yamashita, Daisuke Nakayama, Yoshiharu Ashino, Yasuhiro Aoki",Eri Kitamura,2006, 0h 40m,"Science Fiction, Animation, Music"
Polish Legends: Twardowsky ,Tomek Baginski,"Robert Więckiewicz, Aleksandra Kasprzyk",2015, 0h 9m,Science Fiction
Saucer Man ,Vince Collins,,2015, 0h 3m,"Science Fiction, Animation"
El viaje de Tito Emilio ,"Juan Damián Ríos Pardo, Juan Marcos Segura Oliva","Pablo Díaz Torres, Fernando Núñez Jaranay, Manuel Santana Rodríguez, Miguel Torres, Paula Becerra Fuello",2015, -,"Adventure, Science Fiction, Comedy"
